№,БИН/ИИН,Наименование субъекта,Ссылка,Долгосрочный договор,Юридический адрес,Форма собственности,Регион оказания услуг,Дата включения в БД
63179,090440009985,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАЗІРЕТ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63179,Нет,"Мангистауская область, Мунайлинский район, с.Мангистау",Частные организации,Мангистауская область,2018-05-17 00:00:00
62380,091040006979,"ГКП на ПХВ ""Отырарская центральная районная больница"" УЗ ТО",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/62380,Нет,"Туркестанская область, Отрарский район, с.Шаульдер",Государственные организации,Туркестанская область,2018-11-14 00:00:00
62491,091040002946,"Государственное коммунальное предприятия на праве хозяйственного ведения ""Мактааральская районная больница ""Мырзакент"" управления здравоохранения Туркестанской области",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/62491,Нет,"Туркестанская область, Мактааральский район, п. Мырзакент",Государственные организации,Туркестанская область,2018-11-14 00:00:00
62815,190740004222,"ТОО ""DOCTOR MEDICAL""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/62815,Нет,"Туркестанская область, г.Туркестан",Частные организации,Туркестанская область,2019-12-03 14:30:09
63035,090940018586,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Жетысайская центральная районная больница"" управления здравоохранения Туркестанской области",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63035,Нет,"Туркестанская область, Жетисайский район, г.Жетысай",Государственные организации,Туркестанская область,2018-11-14 00:00:00
63047,210540010761,"ТОО ""БАКАРУ ГРУПП""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63047,Нет,"Туркестанская область, г.Кентау",Частные организации,Туркестанская область,2022-09-09 12:12:32
63099,221040051081,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LUXDENT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63099,Нет,"Туркестанская область, Сайрамский район, с.Аксу",Частные организации,Туркестанская область,2022-12-27 21:54:40
63138,160140012964,"ТОО ""ГАПЛ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63138,Нет,"Туркестанская область, Жетисайский район, п. Асыката",Частные организации,Туркестанская область,2018-12-06 00:00:00
63157,031040007916,"ТОО ""ӨРКЕН""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63157,Нет,"Туркестанская область, г.Кентау",Частные организации,Туркестанская область,2022-09-22 15:52:52
63156,030340007419,"""БИОДЕНТ ЭК"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63156,Нет,"Павлодарская область, г.Экибастуз",Частные организации,г.Астана,2019-12-11 20:29:14
63148,111040014440,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРТОПЕДИЧЕСКИЙ ЦЕНТР ""ЭКСТРА КОМФОРТ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63148,Нет,"г.Астана, район Алматы",Частные организации,г.Астана,2019-07-11 00:00:00
63160,150440024328,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕЧЕБНО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР ""АК-ЫРЫС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63160,Нет,"г.Астана, район Байқоңыр",Частные организации,г.Астана,2017-09-11 00:00:00
63162,110340000697,"ТОО ""Медико-консультативный центр ""Сенiм-А""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63162,Нет,"г.Астана, район Алматы",Частные организации,г.Астана,2021-06-28 11:08:25
63165,190940022268,"""SAMED CLINIC"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63165,Нет,"г.Астана, район Байқоңыр
г.Астана, район Байқоңыр",Частные организации,г.Астана,2019-12-04 11:50:49
63170,200940015745,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""OLIMP MEDICUS""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63170,Нет,"г.Астана, район Сарыарка",Частные организации,г.Астана,2022-09-06 14:58:57
63178,110540020551,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""HEALTH CLINIC""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63178,Нет,"г.Астана, район Алматы",Частные организации,г.Астана,2017-09-09 00:00:00
63181,221140032712,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""PLATINUM DENT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63181,Нет,"г.Астана, район Есиль",Частные организации,г.Астана,2023-02-02 08:48:39
61466,070240006048,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНДЕРСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/61466,Нет,"Атырауская область, Индерский район, п.Индерборский",Государственные организации,Атырауская область,2019-11-14 08:46:27
61323,990140001352,"АТЫРАУ ОБЛЫСЫ ДЕНСАУЛЫҚ САҚТАУ БАСҚАРМАСЫНЫҢ ""АТЫРАУ ОБЛЫСТЫҚ АУРУХАНАСЫ"" ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ КОММУНАЛДЫҚ МЕМЛЕКЕТТІК КӘСІПОРНЫ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/61323,Да,"Атырауская область, г.Атырау",Государственные организации,Атырауская область,2017-09-08 00:00:00
60808,151140002319,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНОВАЦИОННО-МЕДИЦИНСКИЙ ЦЕНТР ""МЕЙІРІМ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/60808,Нет,"Атырауская область, г.Атырау",Частные организации,Атырауская область,2017-09-09 00:00:00
60005,990240002691,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""АТЫРАУСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №1"" УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ ПО АТЫРАУСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/60005,Нет,"Атырауская область, г.Атырау",Государственные организации,Атырауская область,2017-09-10 00:00:00
59881,070140004523,"АТЫРАУ ОБЛЫСЫ ДЕНСАУЛЫҚ САҚТАУ БАСҚАРМАСЫНЫҢ ""МАХАМБЕТ АУДАНДЫҚ АУРУХАНАСЫ"" ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ КОММУНАЛДЫҚ МЕМЛЕКЕТТІК КӘСІПОРНЫ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/59881,Нет,"Атырауская область, Махамбетский район, с.Махамбет",Государственные организации,Атырауская область,2017-09-10 00:00:00
63153,070140004434,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АТЫРАУСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №5"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63153,Нет,"Атырауская область, г.Атырау",Государственные организации,Атырауская область,2017-09-09 00:00:00
63164,070240006286,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ “КЫЗЫЛКОГИНСКАЯ РАЙОННАЯ БОЛЬНИЦА” УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ”,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63164,Нет,"Атырауская область, Кзылкогинский район, с.Миялы",Государственные организации,Атырауская область,2019-11-14 08:46:55
61357,230740041326,"Товарищество с ограниченной ответственностью ""NaraMed""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/61357,Нет,"г.Алматы, Медеуский район",Частные организации,г.Алматы,2024-02-21 15:37:51
61695,090940018090,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MEDICAL PARK""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/61695,Нет,"г.Алматы, Бостандыкский район",Частные организации,г.Алматы,2017-09-11 00:00:00
62394,150740026187,"ТОО ""ИНСТИТУТ ХИРУРГИИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/62394,Да,"г.Алматы, Медеуский район",Частные организации,г.Алматы,2017-09-11 00:00:00
63169,150440017573,"ТОО ""MED.KLINIK""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/63169,Нет,"область Жетісу, г.Талдыкорган",Частные организации,область Жетісу,2022-10-20 09:23:43
61237,231240003070,"Товарищество с ограниченной ответственностью ""Tister Әлемі""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/61237,Нет,"Атырауская область, г.Атырау",Частные организации,Атырауская область,2024-03-19 12:07:16
61469,221240002665,"Товарищество с ограниченной ответственностью ""Муслим Медикал""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/61469,Нет,"Атырауская область, г.Атырау
Атырауская область, г.Атырау",Частные организации,Атырауская область,2024-10-31 21:34:37
60645,180740007641,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MEDINA MEDICAL COMPANY""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/60645,Нет,"Атырауская область, г.Атырау",Частные организации,Атырауская область,2019-11-14 13:40:38
