№ Участника,Наименование участника,Ссылка,"БИН (ИНН, УНП)",ИИН,РНН
306667,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""DAR MED""",https://fms.ecc.kz/ru/register/supplierreg/show/306667,211140005337,,
306627,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""EMPIRE DENTAL CLINIC""",https://fms.ecc.kz/ru/register/supplierreg/show/306627,220840033307,,
306567,"Товарищество с ограниченной ответственностью ""VAERE SUNN""",https://fms.ecc.kz/ru/register/supplierreg/show/306567,200340005101,,
306447,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ASSYL-MED CLINIC""",https://fms.ecc.kz/ru/register/supplierreg/show/306447,221140038117,,
306407,ИП ДОКТОР РАХАТ,https://fms.ecc.kz/ru/register/supplierreg/show/306407,,830422000117,
306247,Мангистауский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения «Национальный научный центр развития здравоохранения имени Салидат Каирбековой» Министерства здравоохранения Республики Казахстан,https://fms.ecc.kz/ru/register/supplierreg/show/306247,221241015157,,
306167,"Атырауский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/306167,221241006277,,
305947,"Ж.К ""Akimpharm""",https://fms.ecc.kz/ru/register/supplierreg/show/305947,,680101404880,
305847,"Товарищество с ограниченной ответственностью ""АГГ-Сервис""",https://fms.ecc.kz/ru/register/supplierreg/show/305847,201240007929,,
305767,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SULTAN MED""",https://fms.ecc.kz/ru/register/supplierreg/show/305767,130840000321,,
305487,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""QAZMED GLOBAL""",https://fms.ecc.kz/ru/register/supplierreg/show/305487,220940018585,,
305347,"Товарищество с ограниченной ответственностью ""Центр кинезиса""",https://fms.ecc.kz/ru/register/supplierreg/show/305347,130240030183,,
305267,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""APPLE MEDICAL""",https://fms.ecc.kz/ru/register/supplierreg/show/305267,191040022832,,
305107,"Общественное объединение ""ҚАРА ШАҢЫРАҚ ҚАЗАҚСТАН""",https://fms.ecc.kz/ru/register/supplierreg/show/305107,210640033883,,
305007,"Товарищество с ограниченной ответственностью ""Kaz 2017""",https://fms.ecc.kz/ru/register/supplierreg/show/305007,170940007528,,
304947,ИП IM clinic,https://fms.ecc.kz/ru/register/supplierreg/show/304947,,810122401334,
304907,"Товарищество с ограниченной ответственностью ""АсемДентал""",https://fms.ecc.kz/ru/register/supplierreg/show/304907,230140020788,,
304867,"Товарищество с ограниченной ответственностью ""AIS 092""",https://fms.ecc.kz/ru/register/supplierreg/show/304867,221040020309,,
304767,"ТОО ""Институт неврологии и нейрореабилитации имени Смагула Кайшибаева""",https://fms.ecc.kz/ru/register/supplierreg/show/304767,190540012563,,
304727,"ТОО ""PRO KINES""",https://fms.ecc.kz/ru/register/supplierreg/show/304727,220740019144,,
304627,Акмолинский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения «Национальный научный центр развития здравоохранения имени Салидат Каирбековой» Министерства здравоохранения Республики Казахстан,https://fms.ecc.kz/ru/register/supplierreg/show/304627,221141051833,,
304547,"Товарищество с ограниченной ответственностью ""NAMA Group""",https://fms.ecc.kz/ru/register/supplierreg/show/304547,180540008593,,
304487,"Товарищество с ограниченной ответственностью ""BRC Kazakhstan""",https://fms.ecc.kz/ru/register/supplierreg/show/304487,140640015700,,
304447,"ТОО ""NazDarMed""",https://fms.ecc.kz/ru/register/supplierreg/show/304447,221240007319,,
304407,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ALM GROUP CO""",https://fms.ecc.kz/ru/register/supplierreg/show/304407,171040039645,,
304347,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MAXENERGY""",https://fms.ecc.kz/ru/register/supplierreg/show/304347,150840014945,,
304267,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SHAYKHAN GOLD""",https://fms.ecc.kz/ru/register/supplierreg/show/304267,190640019445,,
304227,"ТОО ""Центр витилиго и здоровья кожи""",https://fms.ecc.kz/ru/register/supplierreg/show/304227,200940007113,,
304187,"Товарищество с ограниченной ответственностью ""АСТ Мед Сервис""",https://fms.ecc.kz/ru/register/supplierreg/show/304187,180140010570,,
303947,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MEDICINE EQUIPMENT SERVICE""",https://fms.ecc.kz/ru/register/supplierreg/show/303947,190340004555,,
303907,"Товарищество с ограниченной ответственностью ""AK.life""",https://fms.ecc.kz/ru/register/supplierreg/show/303907,210440016423,,
303807,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДНУРПЛЮС""",https://fms.ecc.kz/ru/register/supplierreg/show/303807,151240017013,,
303747,"Товарищество с ограниченной ответственностью ""ЦентрМедТорг""",https://fms.ecc.kz/ru/register/supplierreg/show/303747,081240015498,,
303707,"Товарищество с ограниченной ответственностью ""MM-clinic""",https://fms.ecc.kz/ru/register/supplierreg/show/303707,220340035365,,
303627,ИП БАЙХАДАМОВ,https://fms.ecc.kz/ru/register/supplierreg/show/303627,,891118301244,
303527,"Товарищество с ограниченной ответственностью ""32 дента клиник""",https://fms.ecc.kz/ru/register/supplierreg/show/303527,230240046488,,
303447,"СЕВЕРО-КАЗАХСТАНСКИЙ ОБЛАСТНОЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""НАЦИОНАЛЬНЫЙ НАУЧНЫЙ ЦЕНТР РАЗВИТИЯ ЗДРАВООХРАНЕНИЯ ИМЕНИ САЛИДАТ КАИРБЕКОВОЙ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",https://fms.ecc.kz/ru/register/supplierreg/show/303447,221241002373,,
303387,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖДУНАРОДНЫЙ КЛИНИЧЕСКИЙ ЦЕНТР РЕПРОДУКТОЛОГИИ ""PERSONA"" В ГОРОДЕ УСТЬ-КАМЕНОГОРСК",https://fms.ecc.kz/ru/register/supplierreg/show/303387,220741044532,,
303307,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МРТ ЦЕНТР""",https://fms.ecc.kz/ru/register/supplierreg/show/303307,220740035627,,
303227,ИП ҚҰРБАНӘЛІ АЛМАТ,https://fms.ecc.kz/ru/register/supplierreg/show/303227,,950609300612,
303127,"Товарищество с ограниченной ответственностью ""Реацентр Казахстан""",https://fms.ecc.kz/ru/register/supplierreg/show/303127,160540018953,,
303067,"ТОО ""ФАРМАЛАБ""",https://fms.ecc.kz/ru/register/supplierreg/show/303067,100140004274,,
303027,"Костанайский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения имени Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан""",https://fms.ecc.kz/ru/register/supplierreg/show/303027,221241009201,,
302967,"Товарищество с ограниченной ответственностью ""Альянс Медикал""",https://fms.ecc.kz/ru/register/supplierreg/show/302967,060840012934,,
302887,"Товарищество с ограниченной ответственностью ""WTC Group""",https://fms.ecc.kz/ru/register/supplierreg/show/302887,160940015200,,
302767,"ТОО ""GALA MEDICAL""",https://fms.ecc.kz/ru/register/supplierreg/show/302767,180740014017,,
302707,МУШЕКЕНОВ ОЛЖАС,https://fms.ecc.kz/ru/register/supplierreg/show/302707,,890720301155,
302507,"ТОО ""ГЕНЕЗИСС""",https://fms.ecc.kz/ru/register/supplierreg/show/302507,170340001130,,
302427,"Товарищество с ограниченной ответственностью ""РОСАМЕД""",https://fms.ecc.kz/ru/register/supplierreg/show/302427,050340003599,,
302327,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОДЖИ""",https://fms.ecc.kz/ru/register/supplierreg/show/302327,130540005163,,
302287,"Астанинский городской филиал Республиканского государственного предприятия на праве хозяйственного ведения «Национальный научный центр развития здравоохранения имени Салидат Каирбековой» Министерства здравоохранения Республики Казахстан""",https://fms.ecc.kz/ru/register/supplierreg/show/302287,221241007760,,
302187,"Павлодарский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения имени Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/302187,221241006188,,
301987,Западно-Казахстанский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения «Национальный научный центр развития здравоохранения имени Салидат Каирбековой» Министерства здравоохранения Республики Казахстан,https://fms.ecc.kz/ru/register/supplierreg/show/301987,221241012192,,
301907,"Товарищество с ограниченной ответственностью ""Doctor Ermek""",https://fms.ecc.kz/ru/register/supplierreg/show/301907,220940041420,,
301867,"областной филиал Абай Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения имени Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/301867,221241019368,,
301787,"Восточно-Казахстанский областной филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр развития здравоохранения имени Салидат Каирбековой"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/register/supplierreg/show/301787,221241005922,,
301647,АБАШИДЗЕ ЭМИЛИЯ,https://fms.ecc.kz/ru/register/supplierreg/show/301647,,790829499045,
